0,BGM00,Source\maou_bgm_neorock74.mp3
1,BGM01,Source\maou_bgm_neorock75.mp3
2,BGM02,Source\maou_bgm_neorock76.mp3
3,BGM03,Source\maou_bgm_neorock77.mp3
4,BGM04,Source\maou_bgm_neorock78.mp3
5,BGM05,Source\maou_bgm_neorock79.mp3
6,BGM06,Source\maou_bgm_neorock80.mp3
7,BGM07,Source\maou_bgm_neorock81.mp3
8,BGM08,Source\maou_bgm_neorock82.mp3
9,BGM09,Source\maou_bgm_neorock83.mp3
